Image_ID,Scene_Type,Objects_Detected,Text_Extracted,Fire_Detection_Confidence,Smoke_Detection_Confidence,Fire_Classification_Confidence,Scene_Decision_Confidence
3be39f80-ee7c-4986-b5c3-546a47396c6b_jpg.rf.03604b1acfff0eaf701d15fa356f91bb.jpg,Vehicle Fire,"person, truck",,1.0,1.0,0.784,1.0
3c1fde68-8648-4eba-a910-6d6dd9f76196_jpg.rf.ac27a81973f181463d3c5f9cb7671745.jpg,Vehicle / Accident Scene,"bus, car, person, truck",,0.0,0.918,0.0,0.0
3c298011-42bc-4e57-88fe-c6d65294f7e5_jpg.rf.a75bd83b14870ca22487904debfda976.jpg,Vehicle Fire,"bus, car, person, truck",,1.0,1.0,0.7,1.0
3c2a384f-ce1c-4077-9d68-8c48f565f0c4_jpg.rf.813235e7099bb68e6fcd23f819f2d3e0.jpg,Other Fire,person,,1.0,0.829,0.562,0.915
3c32bfb9-4627-44c3-99a1-117f7d2a31b3_jpg.rf.e767f9bd55672cb316de19ab23094e61.jpg,Structure Fire,None,"Watermark: ""1"" 21%",1.0,1.0,0.978,1.0
3cd3139c-8cdc-439b-b64a-5f38ced02054_jpg.rf.f61d51bd7bd0dc0db51868dcf6dbb023.jpg,Forest Fire,None,,1.0,1.0,0.399,1.0
3d5e9036-e4ab-43eb-8f3b-4a8fad706c35_jpg.rf.2f6a6b951b7e2d25161afc0f8326a89d.jpg,Vehicle / Accident Scene,"bicycle, person","Watermark: ""rH"" 21% | Watermark: ""j"" 15%",0.001,0.942,0.0,0.001
3e68170c-b7e7-4bc7-8663-fdb2dea3b336_jpg.rf.d3843aaed3ed417045cd402c6de8ff8c.jpg,Vehicle Fire,None,,1.0,1.0,0.903,1.0
3ebe1a50-c697-4400-beef-9139eee91a44_jpg.rf.415c26a9d1544de29138ab638212cb4f.jpg,Structure Fire,None,,1.0,0.946,0.31,1.0
3edad3c2-43ee-4484-8b5b-a149258372c3_jpg.rf.c310c0878bf132717c3719d48d9dc950.jpg,Other Fire,person,,1.0,0.966,0.66,0.983
3f46d73a-7cee-4d1a-acb9-6845188e4d06_jpg.rf.da1a35b1120ca2df9fa386d2979ba8ad.jpg,Forest Fire,None,,1.0,1.0,0.891,1.0
3fad5224-6d36-4826-8f11-3374919697d2_jpg.rf.ff78219a21f659635f6e33e782393c07.jpg,Forest Fire,person,,1.0,0.625,0.92,1.0
402f81e0-ecb0-4655-9594-99fa6befaa5d_jpg.rf.4063900d5907fbb1ee8e93acf683b4d2.jpg,Grass Fire,person,,1.0,0.68,0.778,0.84
40944be0-1627-4ce0-b7ed-ec437ae28ba7_jpg.rf.29f7fbc08d61ac27f3316ec0140c77fa.jpg,Other Fire,None,,1.0,1.0,0.634,1.0
410fdc17-2713-406e-bc27-e740a20caa2b_jpg.rf.bdbc28714a3e15fbc8edb6d0335fa5c4.jpg,Forest Fire,person,,1.0,0.879,0.575,1.0
4131a628-4f5c-4ee4-a029-c16f033a597f_jpg.rf.ea1a19abdb2a65fb0242626d17672409.jpg,Vehicle Fire,None,,1.0,0.98,0.396,1.0
4174776173_e8c26989cc_z_jpg.rf.ec5c509bad911f710849c4f257e66de1.jpg,Other Fire,None,,1.0,0.518,0.424,1.0
417cfe66-4718-407d-ac0e-a85863a58d2e_jpg.rf.59e113262af109a031b2fa4e26bd3db2.jpg,Forest Fire,None,,1.0,0.878,0.735,0.939
421adf54-bcd9-4340-8b02-cf3e1e6ebaac_jpg.rf.d4333b48152a7f28ea9af701952d358e.jpg,Other Fire,None,,1.0,0.768,0.625,0.884
42294ea9-d069-42b3-9288-3ed40bdcf050_jpg.rf.a49d05a63a67e400ffa16c8a36a42e2d.jpg,Grass Fire,person,,1.0,0.882,0.922,1.0
4271672f-be9e-40ba-a4ad-0c9df8a01ae8_jpg.rf.932e318e12b5db4688cb626fba470143.jpg,HazMat Fire,person,,1.0,0.783,0.343,0.892
42a49b92-fdfc-430c-9230-fdad2c861df5_jpg.rf.01635259a57543e479fa99b395c381c4.jpg,Vehicle Fire,"bus, truck",,1.0,0.931,0.984,0.966
42c06c22-e0e5-47d4-aa8a-f1b710178a70_jpg.rf.187010a806ed83d51d3d3e77bc0579a3.jpg,Grass Fire,None,,1.0,0.805,0.416,0.903
42dc6f71-4f5f-4a11-b6a6-394ca9490506_jpg.rf.0b165545a4288ce696610eee1cbbdb58.jpg,Structure Fire,person,,1.0,0.935,0.628,1.0
437438_616553-20151008-sprinkler_D_jpg.rf.8d6cdc81f5fa8a69fa43d6e8e8f25a61.jpg,Container / Trash Fire,None,,1.0,1.0,0.955,1.0
43ce13bd-b791-4480-b2fc-05fe47079e98_jpg.rf.7a96430f9e252fe3258ef90a1c9d40ef.jpg,Grass Fire,person,,0.999,1.0,0.984,0.999
4417ce0a-b4a3-47f8-a17f-dbc698a29b93_jpg.rf.f5a1609ec7d076a33112adadba334ad4.jpg,HazMat Fire,None,,1.0,1.0,0.735,1.0
44c99eee-82b7-4e7d-99d0-8440438c463a_jpg.rf.77c4a98e0523495ef6009a5627eb1e31.jpg,Forest Fire,None,,1.0,0.71,0.984,0.855
450047458_jpg.rf.843474ad46747b591f5f55b17bb98955.jpg,Structure Fire,None,,1.0,0.779,0.963,0.889
4523cfe1-2fd3-44ef-985b-a1d7c2179436_jpg.rf.373a3129667aef550c1073d4aefc3099.jpg,Structure Fire,person,,1.0,0.858,0.989,1.0
455e5e67-3a78-4239-b9e4-de40f324cec5_jpg.rf.c0e9fa12a92a4056f7170eb5574b3bed.jpg,HazMat Fire,"car, person",,1.0,0.804,0.601,0.902
45a7ebd5-a38d-4cb2-bdbf-90a2b37cbb7a_jpg.rf.06f0d9c950db1268dc6cfafce2297356.jpg,Structure Fire,person,,1.0,0.963,0.993,1.0
45aca883-0c02-45ff-a47b-15c3c20d9041_jpg.rf.791b910d223996a096f98c35b45d6bac.jpg,Grass Fire,None,,1.0,0.734,0.658,0.867
4670c425-e119-487c-8c16-4b653f5fce0b_jpg.rf.6a708d4a980f7dc725e9c6f36c46f447.jpg,Smoke Only,None,,0.11,1.0,0.0,1.0
4695550f-517c-4925-b723-b296d77ca235_jpg.rf.6715a4d174dfe7be146dd4de116f9cdb.jpg,Vehicle Fire,"car, motorcycle, person",,1.0,0.977,0.974,1.0
469efaba-0293-408d-9f61-e0e9fadc3170_jpg.rf.e5888df4ab697f783e1f751f0b5fa3a0.jpg,Vehicle Fire,None,,1.0,1.0,0.921,1.0
47267bf8-dcf6-46ad-ac83-e4febbecc822_jpg.rf.18b7ce55806d89e00e5624b6abb94b84.jpg,Forest Fire,None,,1.0,1.0,0.808,1.0
47360e15-010c-4175-b6c5-97227376e96f_jpg.rf.0fc424679ae98785c4b91dd23d67be00.jpg,Forest Fire,None,,1.0,0.928,0.952,0.964
473650b8-6d3b-4028-a70f-35695b587358_jpg.rf.b2583c638a64952551638c3b7b7577f4.jpg,Forest Fire,None,,1.0,0.864,0.966,0.932
475d9cd2-bda1-463f-9ef8-2d98fb9d1291_jpg.rf.9c5edee2be69c01e266b81ffb24c3900.jpg,Grass Fire,person,,1.0,1.0,0.982,1.0
47cd9966-a94a-4dbf-b448-9642d70cb3ef_jpg.rf.5907fc93c0df6fe773f021339ace2d06.jpg,Forest Fire,None,,1.0,0.948,0.655,1.0
47f0e520-25f1-40d6-a980-dcc26bb0474e_jpg.rf.d1ecd71a1dea3617177e77fb9b2f9912.jpg,Vehicle Fire,"bus, car, person, truck",,1.0,0.808,0.604,0.904
488eab5a-32a7-4830-bd89-8b3ec5a3c7b6_jpg.rf.1e619932437d533c505b2d5e5eaea82c.jpg,Other Fire,person,,1.0,0.733,0.407,0.867
48a64a94-c37e-4b60-8a27-c6088d27dfb8_jpg.rf.03752e8000e25cd986a34060b410daf5.jpg,Vehicle Fire,car,"Watermark: ""x"" 25%",1.0,0.881,0.973,0.941
491d7ba5-f7ec-482b-8a86-0ade6d6df784_jpg.rf.02cd60063c9ee2f16de5c37b7abd43b6.jpg,Forest Fire,None,,1.0,0.91,0.969,0.955
494aff41-bcfb-4b65-84b0-312a60d10658_jpg.rf.03dc1bce2ba464ae37bd3ddf609e99b9.jpg,Forest Fire,None,,1.0,0.872,0.843,1.0
4a039686-cf9b-4865-a259-de1500695f43_jpg.rf.5c653c0908dfd8d113a13448b69269c3.jpg,Forest Fire,None,,1.0,1.0,0.887,1.0
4a0f3459-360c-4f0f-9d17-3cd6490b0b76_jpg.rf.37780283b0dd45f900dbb317877ed1ba.jpg,Vehicle Fire,"bus, car",,1.0,0.953,0.976,1.0
4a67e9f7-5af5-446c-8888-e6520b39d374_jpg.rf.f2997ff1876dd3daae2d9ebae9e84ebe.jpg,HazMat Fire,person,,1.0,1.0,0.514,1.0
4aaececf-0e1d-4e3c-bfd2-67a69050854a_jpg.rf.3a96539c62460a354ce701afbe620ebd.jpg,Structure Fire,person,,1.0,0.932,0.88,0.966
4b47294e-09ce-4f4f-ae12-484d95501a89_jpg.rf.e349a1353f4859bd22749e90eb94221f.jpg,Vehicle Fire,person,,1.0,0.88,0.651,1.0
4b7ed501-bc52-4045-9fc9-c1d91ad05a80_jpg.rf.586c79cd7b1cd6a8b9937f5545c105d7.jpg,Vehicle Fire,truck,,1.0,0.933,0.776,1.0
4bcebf67-b0f3-4d3f-a667-3ff58015c9e1_jpg.rf.6878b70d15c1acfd3cc7a903fadf6151.jpg,Forest Fire,None,,1.0,0.845,0.754,0.922
4bef9121-f179-4243-8ff5-67275b6fc99b_jpg.rf.08271980d43c27ac9915fc4d3cdc7f06.jpg,Structure Fire,None,,1.0,0.901,0.954,1.0
4c467c47-dcf0-45b9-a26c-52ed844ac187_jpg.rf.85fb3c27c8156b397b400fa34b591836.jpg,Vehicle Fire,car,,1.0,0.98,0.99,1.0
4c633b77-f484-45ea-afde-b90d696d0737_jpg.rf.490e3609f7c4c5e3dd01f8cbd0a2cbd9.jpg,Structure Fire,None,,1.0,0.953,0.977,1.0
4c667999-5281-4b53-9b93-3d54a7060871_jpg.rf.a208f0116b68a58fef5873ea41ab5f85.jpg,Structure Fire,None,,1.0,1.0,0.998,1.0
4caa5a44-69cd-4def-87b4-1a7ddfe81417_jpg.rf.c2146f909bda585279107a72a2d54558.jpg,Grass Fire,None,,1.0,0.872,0.479,1.0
4d019f23-b61d-4dea-8c9a-2590f3a2f509_jpg.rf.25d4d044fd3d29d76b3c0fa3bb33dbc5.jpg,Vehicle Fire,None,,1.0,1.0,0.988,1.0
4d0cea58-76d1-4e34-ab1c-32bcbf324bdb_jpg.rf.77d4b1a47ae3ba5977bd908afa9dd9b0.jpg,Vehicle Fire,"bus, car, person",,1.0,0.968,0.628,0.984
4d0ee0bb-7886-4b86-b85d-5d70cd4c340e_jpg.rf.6e41ca28cbc0571c188c1a54fc117a1f.jpg,Forest Fire,None,,1.0,1.0,0.862,1.0
4d14d447-6935-490e-aa7a-e3591b60da90_jpg.rf.faa3cc981e8822179c6562196c7df401.jpg,Smoke Only,car,,0.001,1.0,0.0,1.0
4d1b8618-4a8d-4eda-8ae1-d43b7e3b6e33_jpg.rf.459ceaadec9b9ac50cffe7adb35f1ee9.jpg,Forest Fire,None,,1.0,0.792,0.362,1.0
4d5ac8da-ad56-4a87-834a-9227a2113acd_jpg.rf.6fea121482d6aaa52a41bfff8c10b5f5.jpg,Forest Fire,None,,1.0,0.709,0.756,0.855
4d9750b3-1c62-478f-8e80-668f89d6ce62_jpg.rf.8b0424f9d8f6f9434dc6cc93c60c8741.jpg,Vehicle Fire,"car, person, truck",,1.0,1.0,0.992,1.0
4e27772c-4937-4d20-a63f-0b1c852f1475_jpg.rf.c128c4857d73110e04f85e5f3de96ce9.jpg,Grass Fire,None,,1.0,1.0,0.992,1.0
4e61344b-0d0b-4853-b242-265d0ea7cc6f_jpg.rf.60fb2d8f5888589f7c9ddc64c4bf7a02.jpg,No Fire / Unknown Scene,person,,0.0,0.881,0.0,0.0
4ec4d3eb-6a3b-42f2-ae54-d895104ba425_jpg.rf.3dd10ffed6b13f3105c526cb49ecabac.jpg,Vehicle Fire,None,,1.0,1.0,0.934,1.0
4ef4ce46-2df4-4422-8c73-b8be76764937_jpg.rf.e02676b2762e90cb6de3c3b6f6eb9e7a.jpg,Grass Fire,person,,1.0,0.958,0.662,1.0
4f39acb8-09a9-4994-81b6-8ae6699d8bb0_jpg.rf.2e2e4c6cd618b0698f4747001a18c363.jpg,Vehicle Fire,car,,1.0,0.957,0.838,1.0
4f90848d-c785-4698-a366-a0ba767a26bc_jpg.rf.344f5f58e348290c71a04c21460ace4a.jpg,Structure Fire,None,,1.0,0.575,0.314,1.0
4f9d5014-e9f8-4562-8c4b-141114cdaf22_jpg.rf.0530ff6f5632a8b2efaa99d6350745cc.jpg,Vehicle Fire,bus,,1.0,0.807,0.95,0.903
4fb073df-3f01-499d-b691-3c7da60011be_jpg.rf.5c789150a52d95652886604e0ab956bd.jpg,Other Fire,person,,1.0,0.983,0.455,0.992
4fd81ba2-9ca1-48a4-afa9-8fb03d751df6_jpg.rf.914b6ea108e6a11551f1cf0a1c3b2994.jpg,Structure Fire,person,,1.0,0.787,0.777,0.893
50790f85-a39f-45e4-95fd-a742cd8bdc69_jpg.rf.186e69916737b35e1dec2957d5fe6ce2.jpg,Grass Fire,None,,1.0,0.804,0.895,0.902
50cb928f-4add-4001-bc6f-dc079be3644c_jpg.rf.76bd4e80bf2262afbc773dccbf88ec39.jpg,Forest Fire,None,,1.0,0.723,0.488,1.0
525f25f7-5a1a-4923-917e-675b88eeb421_jpg.rf.b32e670eb86acf964e0733cd52773c7f.jpg,Structure Fire,None,,1.0,0.736,0.803,0.868
52aab185-e34c-48ac-b738-2295d8c748bc_jpg.rf.2b9d3ad6fbd6a230b863d854011fcd52.jpg,Other Fire,person,,1.0,0.875,0.657,1.0
52e34dd3-725c-48fc-9917-93e483871d9e_jpg.rf.a642d436e82d62e632c3f9431a7a69ff.jpg,Forest Fire,person,,0.998,0.966,0.928,0.998
531fa899-4e42-4bde-a6f3-8e3e4066b4c3_jpg.rf.912312e725f522dd0402eb9b5353a69c.jpg,Forest Fire,None,,1.0,0.838,0.676,1.0
535978ee-87d4-4e2b-b305-2c6ae959a5fb_jpg.rf.548960c93ded8c020e9f29940c6f2245.jpg,Container / Trash Fire,None,,1.0,0.864,0.508,0.932
536dd3d4-dfd9-4860-8d48-f90875f0b9f3_jpg.rf.1d5a8af606ca384b2645f6f5ae0233c4.jpg,Forest Fire,None,,1.0,0.94,0.656,0.97
53c52f28-e7d4-458f-9362-d6bf9b9ec551_jpg.rf.86598a42c9043ba1ba07c7ae493be34c.jpg,Structure Fire,None,,1.0,0.935,0.521,0.968
53d14f18-820e-4179-b6b9-b8264f63cd6f_jpg.rf.718a44b236d9270b29bb67dc8e780e23.jpg,Structure Fire,person,,1.0,0.853,0.594,0.926
5438f6cd-728a-424b-937f-c77c2f8acd4b_jpg.rf.55c8130c9c3c1254ae3ada9a836a3f45.jpg,Forest Fire,person,,1.0,0.868,0.842,1.0
5459d3af-5d5f-4d4d-80f4-1afad2af8d54_jpg.rf.d88c2cf240c901cf7fd4d09772cd7f51.jpg,Other Fire,person,,1.0,0.817,0.984,0.908
54a80688-b1f0-465b-8783-e74a5841e42e_jpg.rf.938667b0ad1fab7c54ac1bd9a56a0418.jpg,Grass Fire,None,,1.0,0.68,0.978,0.84
5512e059-8c71-4ed8-a1db-46fa45cf8df9_jpg.rf.8709684184c3442baf8fb229a02a79ba.jpg,Structure Fire,None,,0.998,0.99,0.992,0.998
55425839-a023-4c70-b15a-23fcdf11efe4_jpg.rf.9857847e30a46c4bdca077513445c555.jpg,Vehicle Fire,None,,1.0,1.0,0.966,1.0
5570c583-37f2-4891-abd4-f436a4654eae_jpg.rf.4167223013591341e23ba2c80e83f29a.jpg,Vehicle Fire,"car, truck",,1.0,0.856,0.791,1.0
55d7556a-dcca-4516-9b83-eb68ca842130_jpg.rf.7b4e31e881b78b63fc779866f38b3758.jpg,Vehicle Fire,"bus, car",,1.0,0.939,0.501,1.0
570ca90c-ff04-4017-9135-5964a6a49051_jpg.rf.a77ea381143e3b264758f27e54c24de0.jpg,Forest Fire,None,,1.0,0.648,0.845,1.0
571acba8-bfe4-466b-a250-3a53fb971273_jpg.rf.c6d11f8b1a8bf69963ff1f57eb38b7a5.jpg,Structure Fire,None,,1.0,0.913,0.932,1.0
5789d615-b5d0-4b16-a730-d3def8da0687_jpg.rf.01444024312aca2a800537ba88751074.jpg,Structure Fire,None,,1.0,1.0,0.93,1.0
57bffadd-037b-4b7a-b6af-053212dc88f5_jpg.rf.94fb24a4de376fa354477313430155b5.jpg,Forest Fire,None,,1.0,0.959,0.658,0.98
585c7760-b7cb-493a-8738-c53f0fcec414_jpg.rf.30c3cb9ad52d0d1bf638715767a940d7.jpg,Forest Fire,None,,1.0,0.841,0.554,0.921
58a1ebd8-c42e-4cd3-bfe8-6bebac22a983_jpg.rf.04b64cbf0b486ce04b1cc0b701751a7d.jpg,Vehicle Fire,motorcycle,,1.0,0.987,0.405,0.993
58be0941-7ef9-4dcd-88f3-889222b5a1fb_jpg.rf.1900ff29cfff744dafb74ee949c31fc2.jpg,Other Fire,person,,1.0,0.969,0.541,1.0
59192b2a-11f9-4645-b9a7-3c12f146c7ef_jpg.rf.7f59a9b051f35eb0d0de2f7049e2c527.jpg,Vehicle Fire,"bus, car, person",,1.0,0.92,0.891,0.96
59be593f-8902-48c3-9e83-33eb67f928cc_jpg.rf.28c71a683d7987dff585eab7de097ee9.jpg,Grass Fire,None,,1.0,1.0,0.601,1.0
5a31913e-ad19-427b-90c0-155113ebb5b6_jpg.rf.a72458f70bc9e1601138a66a6c5c8b5c.jpg,Vehicle Fire,"car, person",,1.0,1.0,0.794,1.0
5a4a164e-531d-4e71-98a3-a5d616a4c596_jpg.rf.2881336137f56825dc1695259cdbb45e.jpg,Vehicle Fire,None,,1.0,0.979,0.948,1.0
5a5365a0-6f96-4cf6-8bea-693619e4cffb_jpg.rf.a30a1e0feb81dae614cb06ebea112aca.jpg,Forest Fire,person,,1.0,0.736,0.631,0.868
5a59f8c3-4783-4bcd-8060-931e8cb1f817_jpg.rf.7ddbae5a7bcbed2cb50213b4e995309b.jpg,Forest Fire,None,,1.0,1.0,0.8,1.0
5af27744-9167-4085-b68f-0d73cb014884_jpg.rf.c2fd976b458e8f195661c2285434aca7.jpg,Vehicle Fire,person,,1.0,0.853,0.301,1.0
5b86b7d0-ed00-4319-8c9b-011a1c5e9d36_jpg.rf.cda0b592101ea5f0d9a129d2d54bc2da.jpg,Grass Fire,None,,1.0,0.929,0.771,0.965
5bba949c-6b84-4537-8079-a509f4b5bcd3_jpg.rf.51fe29c9b784bba0ca10871b70346e72.jpg,Structure Fire,None,,1.0,0.836,0.972,0.918
5ccf4702-2753-4010-8ecd-102be34edcaf_jpg.rf.096ed393133cd3a277b9eeb5fc322ec5.jpg,Grass Fire,person,,1.0,0.693,0.923,0.846
5d7d698d-c5ce-4b00-a4b0-b93491c3562c_jpg.rf.9f4a33cfea4658d01e084f1b8a814c38.jpg,Structure Fire,person,,1.0,0.915,0.732,1.0
5dc2ffbb-77aa-422f-9927-f282e7504fd6_jpg.rf.04c94e441540d5f402722af88d09f306.jpg,Other Fire,None,,1.0,1.0,0.524,1.0
5e6dc211-ddf4-4ef9-bef1-ce0ed1c57ce4_jpg.rf.6da51650ac12da4c29b471cd6c4d3ee3.jpg,Grass Fire,person,,1.0,0.974,0.507,1.0
5e848950-c0bc-4f1f-a62c-2a7f89d8d598_jpg.rf.e675dfeb740a99ffae0845b9ce03f1f5.jpg,Grass Fire,person,,1.0,0.916,0.598,1.0
5e91ea68-fde6-418b-99fe-b02eaee730f5_jpg.rf.ee99834b005f38262c62a5e4e933fc86.jpg,Structure Fire,None,"License plate: ""WEE"" 65%",1.0,0.954,0.861,1.0
5ea29a40-375a-4135-a51e-9c3650383d50_jpg.rf.7659483bcafa625d2da01b417f9cd8d7.jpg,Vehicle Fire,None,,1.0,0.98,0.967,0.99
5eb70a6f-537e-4878-a3ad-03493645f06a_jpg.rf.dd08f3e4ae7f032064adf20890b095dc.jpg,Vehicle Fire,"car, person",,1.0,1.0,0.983,1.0
5ed6233d-fbbb-4bd9-93f2-73cfb54f67be_jpg.rf.4b31b83861d3a65e7db91cfc3f6ded58.jpg,Forest Fire,None,,1.0,1.0,0.817,1.0
5f7c3c74-7714-4e97-9c26-be51f7bce111_jpg.rf.7e58b8c968d7ce731d72cbaa96c0badd.jpg,Vehicle Fire,car,,1.0,1.0,0.968,1.0
5f9afd41-e12d-4dbc-ba59-297b75d786f3_jpg.rf.11c89832c908ca9fc9f1780918db5f10.jpg,Vehicle Fire,car,,1.0,0.922,0.335,0.961
60562a3f-fb06-4f40-a1e4-782b6bd6c39a_jpg.rf.992c1abae7fb0e1a1ce0addff79c79dd.jpg,Other Fire,None,,1.0,0.972,0.741,1.0
6077de90-937d-48cf-bc6f-7fdaefcc7898_jpg.rf.36952b495311702444a3605b886a1ae1.jpg,Vehicle Fire,car,,1.0,0.938,0.8,0.969
607fc186-3e5b-45d4-b463-3209c176a735_jpg.rf.322b238bd6e5bbcca774ebb0d7f6833f.jpg,Vehicle Fire,person,,1.0,1.0,0.921,1.0
60ce329a-ce7d-4a5d-802b-2cb8b918ed24_jpg.rf.5198d8cdf82547b55b74eea9e7c0b31b.jpg,Grass Fire,None,,1.0,1.0,0.703,1.0
60d987bc-53a2-4c7f-b7e8-8ac6ce213c41_jpg.rf.ebdb3c2da22f2a6ae48cfc88efc5146b.jpg,Forest Fire,person,,1.0,0.649,0.901,0.825
60dabd77-c3d4-4aa9-af00-cd92c71f1aac_jpg.rf.4a584d1fcbb3d8f030a71f45188fa6c5.jpg,Forest Fire,None,,1.0,1.0,0.534,1.0
61343b86-1237-419e-9ad2-2606fa0cf15a_jpg.rf.6fcd4434e5f57cb53e965a66feac1ad2.jpg,Vehicle Fire,None,,1.0,1.0,0.989,1.0
6171390c-164a-4df4-91ca-ae30f3bb3c94_jpg.rf.0b3e59fdfec47ffd3af2239d41c5c1ff.jpg,Other Fire,person,,1.0,0.929,0.38,1.0
61a9a2e2-dffe-4313-8eeb-a5a99ada4d7f_jpg.rf.1ce565d2e4be46206f6832a046375e2e.jpg,Forest Fire,None,,1.0,0.819,0.924,0.91
61b1b40a-15d3-491d-b8c4-53e214a5163f_jpg.rf.065704f72779ac6478d2f75a46939137.jpg,Vehicle Fire,truck,,1.0,1.0,0.802,1.0
62540f02-247c-4028-b1e1-8a158a43e822_jpg.rf.1cf10f41f5880d785f39c0f8ad26bca1.jpg,Vehicle Fire,"car, person, truck",,1.0,0.971,0.994,0.985
62556a5a-47ae-4d67-aaf3-7f05521e4c11_jpg.rf.ef5dc092e2d0dbc020c6dab1c2156156.jpg,Forest Fire,None,,1.0,1.0,0.472,1.0
62696f90-a4db-4630-bea0-6889e4e5936e_jpg.rf.8c7c87733780248e4a83cd6e687e0b04.jpg,Forest Fire,person,,1.0,0.92,0.78,1.0
62731458-af48-47b1-90d5-4baf61cab22a_jpg.rf.ea80eb00e0d0021387dd86552eda4335.jpg,Vehicle Fire,"bus, car, person, truck",,0.998,0.962,0.989,0.98
6369fda9-4f28-45de-adac-17f83fe74277_jpg.rf.ab1b9b4a1165f69445bea0e2ef75b3ae.jpg,Vehicle Fire,"bus, car, person","Watermark: ""BESS"" 21%",1.0,1.0,0.673,1.0
63848775-72e6-47cb-a0cc-4d6105885a3a_jpg.rf.2b43f50e0f5c3916546971a0b1657ab0.jpg,Forest Fire,person,,1.0,0.876,0.704,0.938
63c41ed7-46c4-42ff-9faa-d1eb519bac14_jpg.rf.a1938b888eaaca3046dfd1dae325d449.jpg,Forest Fire,None,,1.0,0.926,0.594,0.963
63daf86d-25d4-41cc-9c81-5a02d702a0a9_jpg.rf.9caa082c178224ef92b7fff5629b3773.jpg,Structure Fire,None,,1.0,0.89,0.875,1.0
63e185b2-6986-44e8-b8b5-3f26342e7786_jpg.rf.cd98408ee3879f0167d56c0021ab40fd.jpg,Vehicle Fire,None,,1.0,1.0,0.992,1.0
64024d86-cf30-477f-ab72-c8fd3afb4fa4_jpg.rf.e927c93319221a394376781bd35acf04.jpg,HazMat Fire,None,,1.0,1.0,0.668,1.0
64035300-27b3-40ea-952c-25dcc949ffd6_jpg.rf.4df256214b9fa75e9e5e2dd60a689c44.jpg,HazMat Fire,None,,1.0,1.0,0.863,1.0
64360335-907f-4654-8771-e835bebdac06_jpg.rf.1a1a3bf1f0cfd13c01661735ce346b2a.jpg,Forest Fire,None,,1.0,0.456,0.919,1.0
64b69a8d-288d-4245-a79b-63777acd24c8_jpg.rf.8b02932c96af866d2ed683b527a58d29.jpg,Grass Fire,None,,1.0,1.0,0.355,1.0
64c4412e-3e48-47ba-84fb-355aa8c83497_jpg.rf.384b3fdbd3ce9a1df47159f71bb32b45.jpg,Forest Fire,None,,1.0,0.837,0.69,0.919
650719eb-7618-4cc1-9069-67a0a1a63bfe_jpg.rf.6b3a4c5b17e21610017c9c98b268b016.jpg,Forest Fire,None,,1.0,0.964,0.701,0.982
650c3ca9-9c61-49fc-87fb-e99b41e22258_jpg.rf.d88985f2bdef40852c8fcea420a29249.jpg,Vehicle Fire,"car, person, truck",,1.0,0.943,0.848,1.0
6514a983-a2d6-4bc4-bf5e-de6b9b9239a6_jpg.rf.3513130074608da3ecd86da728dada48.jpg,Vehicle Fire,person,,1.0,0.888,0.655,0.944
658c391b-aa84-4ea0-8973-9a4858a1f639_jpg.rf.f71b92afe1249c3bd665ffccbc931315.jpg,Grass Fire,None,,1.0,0.855,0.709,0.927
66275c82-7780-44fd-bfc7-94442806a84f_jpg.rf.6651dbca86d09d2c33b860334223eeb9.jpg,Structure Fire,None,"Watermark: ""BSI"" 19%",1.0,0.904,0.995,1.0
6648460b-1fbf-41cd-83a9-0475cc7b7861_jpg.rf.94d499f9fa3c8b7b9cfa05671e12fcdc.jpg,Smoke Only,person,,0.0,0.638,0.0,0.638
6671fc17-0cf9-4bcb-a59a-ca5f063ea948_jpg.rf.39871d8fe7fe3a8739f31a436969a49b.jpg,Grass Fire,None,,1.0,0.977,0.652,0.989
66c7ff94-42ac-4a10-9c20-6c2141aa2110_jpg.rf.24d2787056b88766cf5847e347fc3df9.jpg,Other Fire,person,,1.0,0.991,0.674,1.0
66de0be0-c493-450d-b86a-d381875a6209_jpg.rf.e6689f79b14ce4766bbb0c21ac646140.jpg,Structure Fire,None,,1.0,0.934,0.993,1.0
67b9a767-c399-42c1-b78d-d73b9ed45d72_jpg.rf.85a6412dbe2e59bfd6a58799215bb674.jpg,Structure Fire,None,,1.0,0.988,0.768,1.0
681c4184-f153-4164-907a-562e0ee0b89b_jpg.rf.14f9a81738897a504f7dffd5108d9ce5.jpg,Structure Fire,None,,1.0,0.954,0.613,0.977
684e6ef2-f238-4969-b412-edc9073ba904_jpg.rf.b3cbdefef516e4dde71974c0d6046c7a.jpg,Grass Fire,None,,1.0,1.0,0.974,1.0
685ed2b2-5d5c-4e57-aec1-eb4733ec00bf_jpg.rf.e21878585d8cf74a927e9d23a2c6015e.jpg,Other Fire,None,,1.0,0.958,0.357,0.979
68a10486-ada5-45f5-8b50-8d08f1979d94_jpg.rf.970a7892cbd5f7f7648a9a3e27397d19.jpg,Forest Fire,None,,1.0,1.0,0.736,1.0
68f0fdcf-0e09-4ad6-a6cc-b43a48f57dfb_jpg.rf.8b195e77f05b378d26d16028aaa51c8e.jpg,Container / Trash Fire,None,,1.0,0.968,0.465,0.984
696d85c7-7afc-4d8d-95f4-b0fbc6d5f227_jpg.rf.c1465fe66b8bf142101814889a9455b6.jpg,Forest Fire,None,,1.0,0.933,0.976,1.0
